Error Code,Date/Time,Log File,Server,Instance
ORA-07445,2023-08-17 22:50:02,/oracle_trace/diag/rdbms/CDBDEV4/CDBDEV41/trace/alert_CDBDEV41.log,dbserver1,CDBDEV41
